[Rank 1] MPI initialized with thread support level: 1
[Rank 0] MPI initialized with thread support level: 1
Initial OpenMP test: 4 threads available
[Rank 0] Completed local iteration 388
[Rank 1] Completed local iteration 409
[Rank 0] Completed local iteration 389
[Rank 1] Completed local iteration 410
[Rank 0] Completed local iteration 390
[Rank 1] Completed local iteration 411
[Rank 0] Completed local iteration 391
[Rank 1] Completed local iteration 412
[Rank 0] Completed local iteration 392
[Rank 1] Completed local iteration 413
[Rank 0] Completed local iteration 393
[Rank 1] Completed local iteration 414
[Rank 0] Completed local iteration 394
[Rank 1] Completed local iteration 415
[Rank 0] Completed local iteration 395
[Rank 1] Completed local iteration 416
[Rank 0] Completed local iteration 396
[Rank 1] Completed local iteration 417
[Rank 0] Completed local iteration 397
[Rank 1] Completed local iteration 418
[Rank 0] Completed local iteration 398
[Rank 1] Completed local iteration 419
[Rank 0] Completed local iteration 399
[Rank 1] Completed local iteration 420
[Rank 0] Completed local iteration 400
[Rank 1] Completed local iteration 421
[Rank 0] Completed local iteration 401
[Rank 1] Completed local iteration 422
[Rank 0] Completed local iteration 402
[Rank 1] Completed local iteration 423
[Rank 0] Completed local iteration 403
[Rank 1] Completed local iteration 424
[Rank 0] Completed local iteration 404
[Rank 1] Completed local iteration 425
[Rank 0] Completed local iteration 405
[Rank 1] Completed local iteration 426
[Rank 0] Completed local iteration 406
[Rank 1] Completed local iteration 427
[Rank 0] Completed local iteration 407
[Rank 1] Completed local iteration 428
[Rank 0] Completed local iteration 408
[Rank 1] Completed local iteration 429
[Rank 1] Completed local iteration 430
[Rank 0] Completed local iteration 409
[Rank 1] Completed local iteration 431
[Rank 0] Completed local iteration 410
[Rank 1] Completed local iteration 432
[Rank 0] Completed local iteration 411
[Rank 1] Completed local iteration 433
[Rank 0] Completed local iteration 412
[Rank 1] Completed local iteration 434
[Rank 0] Completed local iteration 413
[Rank 1] Completed local iteration 435
[Rank 0] Completed local iteration 414
[Rank 1] Completed local iteration 436
[Rank 0] Completed local iteration 415
[Rank 1] Completed local iteration 437
[Rank 0] Completed local iteration 416
[Rank 1] Completed local iteration 438
[Rank 0] Completed local iteration 417
[Rank 1] Completed local iteration 439
[Rank 0] Completed local iteration 418
[Rank 1] Completed local iteration 440
[Rank 0] Completed local iteration 419
[Rank 1] Completed local iteration 441
[Rank 0] Completed local iteration 420
[Rank 1] Completed local iteration 442
[Rank 0] Completed local iteration 421
[Rank 1] Completed local iteration 443
[Rank 0] Completed local iteration 422
[Rank 1] Completed local iteration 444
[Rank 0] Completed local iteration 423
[Rank 1] Completed local iteration 445
[Rank 0] Completed local iteration 424
[Rank 1] Completed local iteration 446
[Rank 0] Completed local iteration 425
[Rank 1] Completed local iteration 447
[Rank 0] Completed local iteration 426
[Rank 1] Completed local iteration 448
[Rank 0] Completed local iteration 427
[Rank 1] Completed local iteration 449
[Rank 0] Completed local iteration 428
[Rank 1] Completed local iteration 450
[Rank 0] Completed local iteration 429
[Rank 1] Completed local iteration 451
[Rank 0] Completed local iteration 430
[Rank 1] Completed local iteration 452
[Rank 0] Completed local iteration 431
[Rank 1] Completed local iteration 453
[Rank 0] Completed local iteration 432
[Rank 1] Completed local iteration 454
[Rank 0] Completed local iteration 433
[Rank 1] Completed local iteration 455
[Rank 0] Completed local iteration 434
[Rank 1] Completed local iteration 456
[Rank 0] Completed local iteration 435
[Rank 1] Completed local iteration 457
[Rank 0] Completed local iteration 436
[Rank 1] Completed local iteration 458
[Rank 0] Completed local iteration 437
[Rank 1] Completed local iteration 459
[Rank 0] Completed local iteration 438
[Rank 1] Completed local iteration 460
[Rank 0] Completed local iteration 439
[Rank 1] Completed local iteration 461
[Rank 0] Completed local iteration 440
[Rank 1] Completed local iteration 462
[Rank 0] Completed local iteration 441
[Rank 1] Completed local iteration 463
[Rank 0] Completed local iteration 442
[Rank 1] Completed local iteration 464
[Rank 0] Completed local iteration 443
[Rank 1] Completed local iteration 465
[Rank 0] Completed local iteration 444
[Rank 1] Completed local iteration 466
[Rank 0] Completed local iteration 445
[Rank 1] Completed local iteration 467
[Rank 0] Completed local iteration 446
[Rank 1] Completed local iteration 468
[Rank 0] Completed local iteration 447
[Rank 1] Completed local iteration 469
[Rank 0] Completed local iteration 448
[Rank 1] Completed local iteration 470
[Rank 1] Completed local iteration 471
[Rank 0] Completed local iteration 449
[Rank 1] Completed local iteration 472
[Rank 0] Completed local iteration 450
[Rank 1] Completed local iteration 473
[Rank 0] Completed local iteration 451
[Rank 1] Completed local iteration 474
[Rank 0] Completed local iteration 452
[Rank 1] Completed local iteration 475
[Rank 0] Completed local iteration 453
[Rank 1] Completed local iteration 476
[Rank 0] Completed local iteration 454
[Rank 1] Completed local iteration 477
[Rank 0] Completed local iteration 455
[Rank 1] Completed local iteration 478
[Rank 0] Completed local iteration 456
[Rank 1] Completed local iteration 479
[Rank 0] Completed local iteration 457
[Rank 1] Completed local iteration 480
[Rank 0] Completed local iteration 458
[Rank 1] Completed local iteration 481
[Rank 0] Completed local iteration 459
[Rank 1] Completed local iteration 482
[Rank 0] Completed local iteration 460
[Rank 1] Completed local iteration 483
[Rank 0] Completed local iteration 461
[Rank 1] Completed local iteration 484
[Rank 0] Completed local iteration 462
[Rank 1] Completed local iteration 485
[Rank 0] Completed local iteration 463
[Rank 1] Completed local iteration 486
[Rank 0] Completed local iteration 464
[Rank 1] Completed local iteration 487
[Rank 0] Completed local iteration 465
[Rank 1] Completed local iteration 488
[Rank 0] Completed local iteration 466
[Rank 1] Completed local iteration 489
[Rank 0] Completed local iteration 467
[Rank 1] Completed local iteration 490
[Rank 0] Completed local iteration 468
[Rank 1] Completed local iteration 491
[Rank 0] Completed local iteration 469
[Rank 1] Completed local iteration 492
[Rank 0] Completed local iteration 470
[Rank 1] Completed local iteration 493
[Rank 0] Completed local iteration 471
[Rank 1] Completed local iteration 494
[Rank 0] Completed local iteration 472
[Rank 1] Completed local iteration 495
[Rank 0] Completed local iteration 473
[Rank 1] Completed local iteration 496
[Rank 0] Completed local iteration 474
[Rank 1] Completed local iteration 497
[Rank 0] Completed local iteration 475
[Rank 1] Completed local iteration 498
[Rank 0] Completed local iteration 476
[Rank 1] Completed local iteration 499
[Rank 1] All local iterations complete. Starting global reduction.
[Rank 0] Completed local iteration 477
[Rank 0] Completed local iteration 478
[Rank 0] Completed local iteration 479
[Rank 0] Completed local iteration 480
[Rank 0] Completed local iteration 481
[Rank 0] Completed local iteration 482
[Rank 0] Completed local iteration 483
[Rank 0] Completed local iteration 484
[Rank 0] Completed local iteration 485
[Rank 0] Completed local iteration 486
[Rank 0] Completed local iteration 487
[Rank 0] Completed local iteration 488
[Rank 0] Completed local iteration 489
[Rank 0] Completed local iteration 490
[Rank 0] Completed local iteration 491
[Rank 0] Completed local iteration 492
[Rank 0] Completed local iteration 493
[Rank 0] Completed local iteration 494
[Rank 0] Completed local iteration 495
[Rank 0] Completed local iteration 496
[Rank 0] Completed local iteration 497
[Rank 0] Completed local iteration 498
[Rank 0] Completed local iteration 499
[Rank 0] Completed local iteration 500
[Rank 0] Completed local iteration 501
[Rank 0] Completed local iteration 502
[Rank 0] Completed local iteration 503
[Rank 0] Completed local iteration 504
[Rank 0] Completed local iteration 505
[Rank 0] Completed local iteration 506
[Rank 0] Completed local iteration 507
[Rank 0] Completed local iteration 508
[Rank 0] Completed local iteration 509
[Rank 0] Completed local iteration 510
[Rank 0] Completed local iteration 511
[Rank 0] Completed local iteration 512
[Rank 0] Completed local iteration 513
[Rank 0] Completed local iteration 514
[Rank 0] Completed local iteration 515
[Rank 0] Completed local iteration 516
[Rank 0] Completed local iteration 517
[Rank 0] Completed local iteration 518
[Rank 0] Completed local iteration 519
[Rank 0] Completed local iteration 520
[Rank 0] Completed local iteration 521
[Rank 0] Completed local iteration 522
[Rank 0] Completed local iteration 523
[Rank 0] Completed local iteration 524
[Rank 0] Completed local iteration 525
[Rank 0] Completed local iteration 526
[Rank 0] Completed local iteration 527
[Rank 0] Completed local iteration 528
[Rank 0] Completed local iteration 529
[Rank 0] All local iterations complete. Starting global reduction.
[Rank 1] Waiting at final barrier...
	benchmarking COO-SpMV:   5.9351 ms (  2.01 GFLOP/s  16.2 GB/s)
[Rank 0] Final y vector (first 5 elements):
y[0] = 150.339249
y[1] = 129.886902
y[2] = 1169.250610
y[3] = -169.453125
y[4] = -805.988098
[Rank 0] Waiting at final barrier...
[Rank 0] Passed final barrier, proceeding to cleanup.
[Rank 1] Passed final barrier, proceeding to cleanup.
[Rank 0] Cleanup complete, finalizing MPI
[Rank 1] Cleanup complete, finalizing MPI
DoneDone
